id,object_id,source_id,text_type,language,script,editor,locator,rights_status,content_status,content,access_citation,access_locator,access_url,access_status
TXT-D616FF7BACFF,IBI-68A32545462E,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 160, distribution table, M 6",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 160, distribution table, M 6",https://doi.org/10.11647/OBP.0305,available
TXT-D7DDF391BF6C,IBI-8C33CF70266B,SRC-9BE3105F3F31,translation,English,,The Schøyen Collection / credited specialist,Text field in online record,copyrighted,withheld_consult_the_edition,,"The Schøyen Collection, MS 2053/198, online collection record.",Text field in online record,,available
TXT-DE6C350DE85A,IBI-6F98412BF44D,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 156, distribution table, VA 2416",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 156, distribution table, VA 2416",https://doi.org/10.11647/OBP.0305,available
TXT-DEA6EEE60517,IBI-5FEA632C514C,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 154, distribution table, Isbell 33",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 154, distribution table, Isbell 33",https://doi.org/10.11647/OBP.0305,available
TXT-DEDB17209430,IBI-FAA4FDD745DD,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 154, distribution table, Isbell 24",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 154, distribution table, Isbell 24",https://doi.org/10.11647/OBP.0305,available
TXT-DFB6AFF5D4E5,IBI-DEDC98D3F366,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 16 translation, printed pp. 188-189; PDF pp. 194-195",public_domain,included,"Salvation from Heaven for Dadbeh bar Asmanduch (2) and for Sarkoi bath Dada his wife and for Honik and Yasmin (3) and Kufithai and Mehduch and Pannoi and Abraham and Silai the children of Sarkoi, (4) and for their house and their property, and that they may have children and may live long and be established, and that (5) no Injurer in the world may touch them.

And in his great name, whereby the holy God is called—wherein are arts ( ?)—(6) which suppresses darkness under light, plague under healing, destruction under construction, injury (7) under ban, anger under repose: suppressed are all the sons of darkness under the throne of God, in whose (?) name (8) are bound, suppressed Devils; gripped likewise are evil Spirits and impious Amulet-spirits and Names and Princes of (9) darkness and the Spirit (breath) of foulness and fatigue and the Tormentors of night and day and Curses and Necklace-charms and Words and Adjurations (10) and Knockings and Rites, the Plague and the she-Plague and the voice of Invocation, and the Spell of poverty and Demons and Devils and Satans (11) and Idol-spirits and Liliths and Arts and mighty Works and the seven Tormentors of night and day. They are bound, suppressed and laid, (12) away from Dadbeh, etc. (as in ll. 1 ff.), (13) and from all their house and from their property and from all their abode, from this day forever. Amen, Amen, (14) Selah. “And Yhwh said to Satan,” etc.","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 16 translation, printed pp. 188-189; PDF pp. 194-195",https://archive.org/details/aramaicincantati00mont,available
TXT-E198E0CE296A,IBI-390480DC194A,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 156, distribution table, VA 2423",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 156, distribution table, VA 2423",https://doi.org/10.11647/OBP.0305,available
TXT-E2B02C9590AD,IBI-847BA478D9ED,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 156, distribution table, JBA 06",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 156, distribution table, JBA 06",https://doi.org/10.11647/OBP.0305,available
TXT-E4907F4D3781,IBI-84940DBA48F7,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 160, distribution table, S-447",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 160, distribution table, S-447",https://doi.org/10.11647/OBP.0305,available
TXT-E4938A0ECFCF,IBI-60A67A350134,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 157, distribution table, JBA 65",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 157, distribution table, JBA 65",https://doi.org/10.11647/OBP.0305,available
TXT-E53B5E017E6D,IBI-B54D497CC676,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 9 translation, printed pp. 161-162; PDF pp. 167-168",public_domain,included,"The bowl I deposit and sink down, and the work (2) I operate, and it is in [the fashion of] Rabbi Joshua (3) bar Perahia. I write for them divorces, for all the Liliths who appear to them, in this (house of ?) (4) Babanos bar Kayomta and of Saradust bath Sirin his wife, in dream by night and in slumber (5) by day; namely a writ of separation and divorce; in virtue of letter (abstracted) from letter, and letters from letters, (6) and of word from words, and of pronunciation from pronunciations; whereby are swallowed up heaven and earth, the mountains are uprooted, and by them the heights melt away.

(7) Oh, Demons, Arts and Devils and Latbe, perish by them from the world! Therefore (?) I have mounted up over them (you?) to the celestial height, and I have brought against you (8) a destroyer to destroy them (you) and to bring you forth from their house and their dwelling and their threshold and all ... place of the bedchamber of Babanos b. K. (9) and of Saradust b. S. his wife. And again, do not appear to them, neither in dream of night nor in sleep of day ... I dismiss you (10) ... letters of separation ...

(11, exterior) In thy name have I wrought, Yhwh, God, Sebaoth, Gabriel and Michael and Raphael. Thy seal is upon this besealment and upon this threshold. Amen, Amen.","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 9 translation, printed pp. 161-162; PDF pp. 167-168",https://archive.org/details/aramaicincantati00mont,available
TXT-EA06EA02090A,IBI-4C9716400DD6,SRC-CC2BEEE1E096,summary,English,,The Schøyen Collection / credited specialist,Text field in online record,copyrighted,withheld_consult_the_edition,,"The Schøyen Collection, MS 1928/19, online collection record.",Text field in online record,,available
TXT-EA5886D18D42,IBI-4D931CBC1484,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 161, distribution table, XI-t 5178",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 161, distribution table, XI-t 5178",https://doi.org/10.11647/OBP.0305,available
TXT-EADED9A45D6D,IBI-FC756E58C80D,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 158, distribution table, JBA 98",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 158, distribution table, JBA 98",https://doi.org/10.11647/OBP.0305,available
TXT-EB42A6505E96,IBI-7705A74EC455,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 155, distribution table, CAMIB 72",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 155, distribution table, CAMIB 72",https://doi.org/10.11647/OBP.0305,available
TXT-EBA3E70EB404,IBI-EA7636538267,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 154, distribution table, AMB 12a",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 154, distribution table, AMB 12a",https://doi.org/10.11647/OBP.0305,available
TXT-EECCE4E260D4,IBI-9025903BB357,SRC-8F8BA58FAE9F,summary,English,,Discovery-campaign summary of indexed article metadata,article title and indexed metadata,copyrighted,included,The inscription names Rav Mešaršia son of Qaqay and appears also to concern Dudi daughter of Aḥata; the editors connect Qaqay daughter of Marat with his mother.,"Ford, James Nathan, and Alon Ten-Ami. ‘An Incantation Bowl for Rav Mešaršia Son of Qaqay’ [Hebrew]. Tarbiz 80, no. 2 (2012): 219–230. JSTOR 23607828.",article title and indexed metadata,https://www.jstor.org/stable/23607828,partial
TXT-F367105574E1,IBI-4F498F59E098,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 159, distribution table, IM 76752",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 159, distribution table, IM 76752",https://doi.org/10.11647/OBP.0305,available
TXT-F51232B095CA,IBI-0486433C4AA1,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 156, distribution table, JBA 07",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 156, distribution table, JBA 07",https://doi.org/10.11647/OBP.0305,available
TXT-F6B208BDB88C,IBI-5BD2C1B41501,SRC-E94437DF5962,translation,English,,Kedem Auction House,"Auction 32, lot 154",copyrighted,withheld_consult_the_edition,,"Kedem Auction House. ‘Incantation Bowl.’ Auction 32: Objects, Judaica, Israeliana, Archeology and Medals, lot 154, 2 July 2013.","Auction 32, lot 154",https://www.kedem-auctions.com/en/incantation-bowl-0,available
TXT-F7F99BE9B795,IBI-A2DAA0BC88B6,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 161, distribution table, C10-116",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 161, distribution table, C10-116",https://doi.org/10.11647/OBP.0305,available
TXT-F8E786352375,IBI-85C8219A7F74,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 158, distribution table, JBA 95",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 158, distribution table, JBA 95",https://doi.org/10.11647/OBP.0305,available
TXT-FCDAA196D774,IBI-7680B927BB2F,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 1 translation, printed pp. 117-118; PDF pp. 123-124",public_domain,included,"This the amulet of Ephra (2) bar Saborduch, wherein shall be (3) salvation for this Ephra b. S. and also (4) for this Bahmanduch bath Sama, that there be for them (5) salvation, namely for this Ephra b. S. and for this Bahmanduch b. S. (6) Amen, Amen, Selah.

This is an amulet against the Liliths that haunt the house of (7) this Ephra b. S. and this Bahmanduch b. S. (8) I adjure you, all species of Liliths in respect to your posterity, which is begotten by Demons (9) and Liliths to the children of light who go astray: Woe, who rebel and transgress against the proscription of their Lord; woe, from the blast (10) fast-flying; woe, destroying; woe, oppressing with your foul wounds ..., who do violence and trample and scourge and mutilate (11) and break and confuse and hobble and dissolve (the body) like water; woe, ...; and where you stand, (12) and where you stand (sic) fearful and affrighted are ye, bound to my ban,—who appear to mankind, to men in the likeness of women (13) and to women in the likeness of men, and with mankind they lie by night and by day.

With the formula, ṬWM (14) Š‘Š GŠ GŠK, have I written against thee, evil Lilith, whatsoever name be thine. We (15) have written. And his name shall save thee, Ephra, forever and ever.","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 1 translation, printed pp. 117-118; PDF pp. 123-124",https://archive.org/details/aramaicincantati00mont,available
TXT-FEB8F4355623,IBI-F094DE6A4112,SRC-943673B56FB8,translation,English,,James A. Montgomery,"text 34 translation, printed pp. 231-232; PDF pp. 237-238",public_domain,included,"This bowl is designated for the sealing of the house of Mihr-hormizd bar Mami (2) by power of the virtue of Jesus the healer, by the virtue of my mighty relative. Charmed is the dwelling, and the abode (3) and the house and the wife and the sons and the daughters of Mihr-hormizd, who is surnamed b. M.; charmed and sealed (4) even as Moses commanded the Red Sea and they (the waters) stood up like a wall on both sides. Charmed and sealed, charmed and sealed, (5) by this word which God laid upon the earth and the trees which ... their tops; charmed and sealed with the seal of the mountains and heights; (6) charmed and sealed (with the spell which is) in the heavens and the earth, the sun and the moon, the stars and (zodiacal) signs, and by the word they are charmed and remain in ward. In the name of (7) Michael the healer and Rofiel the reliever, and Gabriel the servant of the Lord.

Charmed and sealed is all evil that is in the body of Mihr-hormizd b. M. (8) and in his house (and) his wife and his sons and his daughters and his cattle and his property and in all his dwelling, by the signet of Arion son of Zand and by the seal of King Solomon son of David, (9) by which were sealed the Oppressors and the Latbe. And we have sealed with the seal of El Saddai and Abraxas the mighty lord, and the great seal with which were sealed heaven and earth and all Demons (10) and foul Knots and Latbe, which contend against him. And a seal is this against Harm and Constraint (?), that they shall not at all enter in. And every Damḳar and Šaiṭ and Šarâ are charmed by the spell of (11) fire and the enchainment of water until the dissolution of heaven and earth. Amen, Amen, Selah. Sealed and guarded be the house and wife and sons and property and body of Mihr-hormizd (12) b. M., and depart from him the Injurer and evil Dreams and the Curse and the Vow and Arts and the Tormentor and Damages and Losses and Failures and Poverty.

And sealed and protected be Bahroi bath Bath-Sahde from the Tormentor and evil Dreams and the Curse and the Vow and Arts and Practices. And charmed be the Tormentor and Lilith and Ban-spirit, who thwarts her in her hand and foot, and may it not approach nor afflict this Bahroi b. B.","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.","text 34 translation, printed pp. 231-232; PDF pp. 237-238",https://archive.org/details/aramaicincantati00mont,available
TXT-FF9BE72463C0,IBI-D8C1FFD3FBED,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 155, distribution table, CAMIB 26",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 155, distribution table, CAMIB 26",https://doi.org/10.11647/OBP.0305,available
TXT-FFD2D8183348,IBI-C3A694B7B3C5,SRC-73C44B143A9D,summary,English,,Daniel James Waller,"p. 156, distribution table, JBA 05",open_license,withheld_consult_the_edition,,"Waller, Daniel James, with contributions by Dorota Molin. The Bible in the Bowls: A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls. Cambridge: Open Book Publishers, 2022. DOI: 10.11647/OBP.0305.","p. 156, distribution table, JBA 05",https://doi.org/10.11647/OBP.0305,available
